# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.03.2023 по 31.05.2023, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.05.2023 21:00";"11.7";"752.3";"765.9";"1.3";"64";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"15.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"19.0";"5.1";"Следы осадков";"12";"";"";"";"";
"03.05.2023 18:00";"14.3";"751.0";"764.4";"0.1";"55";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.4";"0.3";"12";"";"";"";"";
"03.05.2023 15:00";"14.2";"750.9";"764.3";"0.2";"56";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.5";"";"";"";"";"";"";
"03.05.2023 12:00";"12.8";"750.7";"764.2";"0.6";"61";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"16.0";"5.4";"";"";"";"";"";"";
"03.05.2023 09:00";"9.7";"750.1";"763.7";"0.6";"63";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"8.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"3.0";"0.3";"12";"Поверхность почвы влажная.";"6.0";"";"";
"03.05.2023 06:00";"10.1";"749.5";"763.1";"-0.9";"48";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"8.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-0.6";"Осадков нет";"12";"";"";"";"";
"03.05.2023 03:00";"9.6";"750.4";"764.1";"-1.1";"49";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-0.7";"";"";"";"";"";"";
"03.05.2023 00:00";"8.8";"751.5";"765.2";"-0.8";"54";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-0.1";"";"";"";"";"";"";
"02.05.2023 21:00";"11.0";"752.3";"765.9";"-0.5";"45";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"15.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-0.5";"Осадков нет";"12";"";"";"";"";
"02.05.2023 18:00";"14.8";"752.8";"766.2";"-0.9";"31";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-2.2";"Осадков нет";"12";"";"";"";"";
"02.05.2023 15:00";"14.5";"753.7";"767.2";"-1.0";"32";"Ветер, дующий с востоко-северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-2.2";"";"";"";"";"";"";
"02.05.2023 12:00";"12.3";"754.7";"768.4";"-0.2";"39";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-1.5";"";"";"";"";"";"";
"02.05.2023 09:00";"10.3";"754.9";"768.5";"0.9";"48";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"0.1";"";"";"";"";"";"";"20.0";"-0.3";"Осадков нет";"12";"Поверхность почвы влажная.";"1.0";"";"";
"02.05.2023 06:00";"1.3";"754.0";"768.1";"1.5";"95";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"0.1";"";"";"";"";"";"";"20.0";"0.6";"Осадков нет";"12";"";"";"";"";
"02.05.2023 03:00";"1.8";"752.5";"766.6";"1.8";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"0.3";"";"";"";"";"";"";
"02.05.2023 00:00";"4.4";"750.7";"764.6";"1.5";"77";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"0.6";"";"";"";"";"";"";
"01.05.2023 21:00";"6.1";"749.2";"763.0";"1.8";"80";"Штиль, безветрие";"0";"";"";"50%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"10.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"2.9";"0.2";"12";"";"";"";"";
